;ExternalRiskEstimate;MSinceOldestTradeOpen;AverageMInFile;NumSatisfactoryTrades;NumTrades60Ever2DerogPubRec;NumTrades90Ever2DerogPubRec;PercentTradesNeverDelq;MSinceMostRecentDelq;NumTradesOpeninLast12M;PercentInstallTrades;MSinceMostRecentInqexcl7days;NumInqLast6M;NumInqLast6Mexcl7days;NetFractionRevolvingBurden;NetFractionInstallBurden;NumRevolvingTradesWBalance;NumBank2NatlTradesWHighUtilization;PercentTradesWBalance;MaxDelq2PublicRecLast12M_6;MaxDelq2PublicRecLast12M_8;MaxDelq2PublicRecLast12M_9;MaxDelqEver_2;MaxDelqEver_5;MaxDelqEver_8
7092;;-0.05577892181474833;;;-0.057251011013519704;-0.053937869357487817;;;;;;;;;;0.10319792665368663;;;-0.09081053916479004;;;;;
7926;;0.06382044763477802;0.16099040566443618;-0.08699578710980077;-0.06767870521291627;;;;;;;;;;;;;;-0.08875364333061046;;;;;
5338;;-0.058953238257254396;;;0.10278136498144508;;;0.05670372242562205;;;;;;0.19501876805578963;;;;;-0.09001702795688285;;;;;
7925;;;-0.14127680887037647;-0.10102553720182304;;;;;;;;;;0.20125323740555925;;0.09359502572094734;;;0.08180658921131882;;;;;
33;;;;;-0.07461331382643856;-0.06611516125834385;;;;;;-0.048518975607087185;;;;;;;-0.08517754153923879;-0.041957151793141426;;;;
4505;;;-0.06139542711469053;;-0.07432848554129078;-0.06206413381403865;;;;;;;;-0.08620280058745329;;;;;-0.10628117444669076;;;;;
4695;;;0.15822936971901447;-0.09647839108071594;;;;;;;;;;0.20677973284852597;;0.09960809755207085;;;0.08352925449131168;;;;;
9151;;;-0.14701401787891483;0.08885642491977704;;;;;;;;;;-0.15969308895550582;;0.09315657370796682;;;-0.08531959370721794;;;;;
6265;;;-0.1411714186292555;0.08173759001354543;;;;;;;;;;-0.1582966919479899;;-0.08661267927444155;;;-0.08963811437314367;;;;;
4746;;;;-0.0884741444338049;-0.05802482096894807;;;;;;;;;-0.16337165307026827;;0.08980915498253733;;;-0.08778011499825539;;;;;
533;;0.07614845165883;;;-0.07011184167882831;;;;;;;;;-0.16474103171429538;;-0.07870466880689436;;;-0.08549637117372191;;;;;
9027;;-0.062222668272147806;-0.13092007132202865;;0.1002127592473521;;;;;;;;;;;0.09836187408631687;;;-0.09108428870185883;;;;;
6943;;-0.055301704089101254;;;-0.059372424801548855;-0.06293490700450863;;;;;;;;0.21529207785897814;;;;;-0.08404445837024671;;;;;
8676;;;0.16048964178880817;;0.08636347985742636;0.061367668165131346;;;;;;;;;;0.09919348193397672;;;-0.09355827889083533;;;;;
9290;;-0.06696484250199537;;;-0.061430265712374726;;;;;;;;;0.20176302140948796;;-0.08214310176390102;;;-0.08928415483688816;;;;;
5191;;;0.1639444002914071;0.0963195268431776;-0.07111183870983216;;;;;;;;;-0.07240073497946262;;;;;-0.0906504388710392;;;;;
6839;;;;-0.09277759051246799;;-0.06149319032971091;;;;;;;;0.20833116491369957;;0.09768375648590329;;;-0.08164787734533512;;;;;
8943;;;-0.13761601875318646;0.08823712560709061;;;;;;;;;;-0.15597214380254723;;-0.07497331278487296;;;-0.09195740923671696;;;;;
2156;;;;;0.09747735416378359;;;0.06307199950728437;;;0.04750900188165569;;;0.19528515498622895;;;;;0.09504135254532434;;;;;
9794;;;;-0.08464845539650959;-0.05725620128060859;-0.05531998497290069;;;;;;;;0.20281404037164658;;;;;-0.09321208167562094;;;;;
5463;;0.05562502450802253;;-0.08371742473944982;0.09424444708369173;;;;;;;;;;;0.09139783450500376;;;-0.09972257227464286;;;;;
5741;;;0.15866898845777827;0.09157590449122618;-0.06182525494630057;;;;;;;;;-0.0731971176074036;;;;;0.08698392259631524;;;;;
2609;;;0.15583251305645737;;;;;0.0640190719628595;;;;;;-0.0809851890866785;;-0.07532473270210846;;;0.09274809974375259;;;;;
9946;;0.0702711044025142;0.15831035899489002;;;;;0.06281123259056633;;;;;;;;0.10082981601646497;;;-0.09960541127572434;;;;;
5956;;;0.16362656713224327;;-0.06289085757452052;;;0.06797921641441962;;;;;;0.19119634138065983;;;;;0.0902707445822119;;;;;
9750;;;-0.14209316642718464;-0.0908192799585992;;;;;;;-0.06414958190085475;;;;;0.0826382582146173;;;-0.08650222552476548;;;;;
2884;;0.06338318102390085;0.1563452546661736;;-0.05013159735488329;;;;;;;0.08381219157166037;;;;;;;-0.08187356185175447;;;;;
4557;;;;;0.09688020621807104;0.05839681818210518;;;;;;;;0.19478660473376094;;-0.07819803439040186;;;-0.08952263533790836;;;;;
3587;;;-0.14195993787819502;0.08620009421772894;;;;;;;;;;-0.07667014251044889;;-0.08657742364936213;;;-0.09869155436843723;;;;;
7417;;;;;-0.07112313417176694;-0.05077204827349506;;;;;0.05868786352349605;;;-0.0741365889505828;;;;;-0.09937488600495904;;;;;
9487;;;0.17090031942131892;0.07899347151693109;;;;;;;;;;-0.14615260566452282;;-0.07342479706704425;;;0.09746378190562406;;;;;
2903;;-0.06361736066476686;;;-0.060218418995939986;;;;;;-0.06500329686979436;;;-0.07782233187675855;;;;;-0.10791076740786117;;;;;
114;;;-0.13688900963603098;0.09094242894693004;0.09320753473071926;;;;;;;;;-0.15383738918077075;;-0.08157064247071132;;;;;;;;
5034;;0.06395216074083908;0.16312409027946034;;-0.0650950494595468;;;;;;;;;-0.1629767930066668;;;;;-0.10167721774537172;;;;;
2236;;;-0.13177455347472122;;-0.06545361068124567;-0.06706315158205345;;0.06936576126549455;;;;;;;;;;;0.09686318039528492;;;;;
4552;;;-0.14042508990625352;0.0746365481536355;-0.061879129198746344;;;;;;;;;-0.07797135871566707;;;;;-0.08426346233465835;;;;;
2837;;;-0.14017210107763148;;-0.061386116153787716;;;;;;;;;0.2041498855191164;;0.08601776142428644;;;-0.09204504396238289;;;;;
1627;;;-0.14642928820596612;0.09370483035365285;;;;;;;;;;0.2031692007393329;;-0.08950290619377732;;;-0.09668790176426606;;;;;
9491;;;-0.14194101487932928;;-0.06260425313009606;-0.06627161665337784;;;;;;;;-0.16328514655492515;;;;;0.08712397390450341;;;;;
8023;;-0.05534621908921445;-0.1442642168246668;-0.08408016977436342;;;;;;;;;;-0.06742898266657094;;;;;-0.09433539534507064;;;;;
3955;;;-0.1514260979552508;0.0850441955333944;;;;;;;;;;-0.15739029629151882;;-0.06698229295305128;;;-0.09273826663875091;;;;;
1766;;;0.16081544941574435;0.08965286726079319;;;;;;;;;;0.20437456216268335;;0.09408194032484254;;;-0.09555880063683249;;;;;
5601;;;-0.13778287180074492;;-0.06904609047332007;;;;;;;;;-0.08632726845351056;;-0.06970553506324895;;;-0.0921450831460952;;;;;
9673;;;0.152358953282079;;-0.059750104281574595;;;;;;-0.057609524246490844;;;-0.16509955115609842;;;;;-0.09299567889601144;;;;;
3035;;0.05773623567263985;0.14173809806307539;;-0.06560662674603836;;;;;;;;;;;;;;-0.09028015230344948;;;;;-0.04564994993570515
6794;;;;;;0.04948722538756117;;0.05583534070427967;;;-0.06519921108579779;0.07151951462239131;;;;;;;-0.08444064187136625;;;;;
2757;;;-0.14781927454372518;;;-0.07504173343076152;;;;;;;;-0.08297114940476348;;-0.0861935897867634;;;-0.09970937506188332;;;;;
39;;;0.1603776922376413;0.10218268493994744;;;;;;;;0.07554718842123107;;-0.16117953760368522;;;;;-0.08907815960560304;;;;;
9356;;;0.16076586974976645;;-0.05445977172401134;;;;;;;0.0827913354501148;;;;0.09673449556335872;;;-0.08105723614273894;;;;;
2544;;;-0.14454649245838602;0.09675741886882006;;;;;;;;;;0.20201921949050963;;-0.07709431541837017;;;-0.09194971686914541;;;;;
10255;;;;0.08618110788438353;-0.06575436963429179;;;;;;;;;0.20328453130247093;;0.09012195512534446;;;0.08744037215937593;;;;;
5740;;;;;-0.06241703979923062;-0.07304729870124915;;;;;0.051650481792647585;;;;;0.10265585896005544;;;-0.07665613984758214;;;;;
4418;;;0.16046636846732829;;-0.05934075605786601;;;;;;;;;0.2058673319799965;;0.10412482451580338;;;-0.08748479238549296;;;;;
8893;;-0.058876919752710366;;;0.10653203220873056;0.047385369127284034;;;;;;;;-0.08165999904191829;;;;;-0.09204201912178689;;;;;
3354;;;;-0.09555524311550834;;-0.06014322519780875;;;;;-0.06140129392012632;;;-0.16218352373073266;;;;;-0.0933947638691775;;;;;
3815;;;;;;0.053675905243371604;;;;;0.04457940668112845;;;-0.17147156652796736;;-0.09902941578944009;;;-0.0990854715605841;;;;;
1734;;0.06568666308092375;;0.09416951925620451;;;;;;;;;;-0.15098138627615817;;-0.08686788378001979;;;-0.08816811212248536;;;;;
8871;;;0.14566775346859484;-0.10469246469669663;;;;;;;;;;-0.07742992220449162;;0.08189662938051236;;;-0.07944794781712144;;;;;
29;;;-0.14037294023463398;-0.08697748236502047;0.09071469666782418;;;;;;;;;;;0.08832857441830866;;;-0.0921039387171978;;;;;
5501;;;-0.05075257734875559;0.09225040306066556;;0.06269284682462652;;;;;;;;-0.07860440131463686;;;;;-0.0951902448903184;;;;;
8602;;;;;-0.05527946481789585;;;;;;-0.06232521082664599;;;-0.08167486863326928;;-0.07203469167512895;;;-0.08119588892781267;;;;;
102;;;-0.054009583758113835;;-0.056395646832833324;-0.055324766952145034;;;;;;;;0.21288919078167748;;;;;-0.08778434670571679;;;;;
7632;;0.06590237468356387;0.1686892741406662;;-0.062155741484847295;-0.067334731022089;;;;;;;;0.1954672168369712;;;;;;;;;;
8959;;;-0.1431159063592093;0.08549637054458518;-0.07035550766156656;;;;;;;;;-0.16032415421435425;;;;;-0.09881646174535286;;;;;
9893;;;;0.09354627691351483;;-0.061775931246495545;;0.06137967819662001;;;;;;0.19969035795481413;;;;;-0.09116977705502499;;;;;
3821;;;-0.1373483608762847;-0.0856993327769356;;;;;;;;0.07246640224300384;;;;0.09894284379181492;;;0.08936009607135173;;;;;
2567;;;-0.13791365739911052;0.09672283755011013;0.0970992597049989;;;;;;;;;0.20401606044318138;;-0.07725755148803831;;;;;;;;
9113;;;-0.14979663770406879;;;;;0.07462693290483932;;;;;;-0.08171380191906533;;-0.07711203875983623;;;0.1063905352829305;;;;;
8513;;0.06271537297870242;;0.08668146857590339;;;;;;;;;;-0.16337800262650826;;-0.07639890089341546;;;-0.0790539757526597;;;;;
5746;;;-0.14339349644666569;0.08953956180557494;0.09301759780637307;;;0.06948413853739832;;;;;;;;;;;-0.08910908943074985;;;;;
7089;;-0.06873615696207228;;;-0.06017234704134141;;;;;;;;;-0.15194562909680628;;-0.08315615356924895;;;-0.09507811359175712;;;;;
7105;;;0.15384225186597866;;;;;;;;;0.07814420036258724;;0.19393899275192886;;0.09305349443313135;;;-0.0855426106750835;;;;;
7141;;0.06854792624882912;0.1584712772523284;;;;;;;;;;;-0.15495605421662254;;-0.07069260263952515;;;-0.09089450678379987;;;;;
2179;;;;-0.09290842629356347;-0.06199281541513391;-0.06675273821985675;;0.06791161342569338;;;;;;;;0.08838624587101278;;;;;;;;
4857;;;;;-0.06082806992218308;-0.05782966383533961;;;;0.06226626515600968;;;;;;-0.08067580887476462;;;-0.10009579503314926;;;;;
8942;;;;;-0.05866034032182595;;;;;0.06782162838336772;;;;-0.08372106544093426;;-0.08119259706756259;;;-0.08339849002461217;;;;;
1475;;0.07949116512299784;0.16504672191439543;;-0.06377336603071548;;;;;;;;;;;-0.07841097254316591;;;-0.0938667989381175;;;;;
8868;;;-0.13799673030997525;;-0.054218695359500114;;;0.06044413318361822;;;;;;0.19680522054924482;;;;;0.08307299539706063;;;;;
6789;;;0.15256531196512646;;;;;;;;;0.07555947916602691;;0.2007393278274244;;0.09678192027388646;;;0.08732890746345018;;;;;
9489;;;;;0.0942385657567393;;;;;0.06093114380075383;;;;-0.1548262693077449;;-0.06848431937148239;;;-0.08480883465191097;;;;;
9492;;;;;-0.06998035069178274;;;0.055850962991394186;;0.05666286626326819;;;;;;0.09746647643652726;;;0.08463092782673702;;;;;
2338;;;;-0.08500662752749936;-0.06357795193822961;;;;;;;;;0.20408263157057;;0.08713256836909783;;;-0.08523022407951387;;;;;
8379;;;-0.13743591903556057;0.09327679042734831;;;;;;;;;;-0.15805183984354965;;-0.07270352295115023;;;-0.09841735867291557;;;;;
8631;;;-0.1473711812593824;-0.07892131467031717;;;;;;;;;;0.20168616344099746;;0.09040286947291018;;;-0.09055730214262077;;;;;
7447;;;0.16657320095796083;0.09230641524769329;;;;;;;;0.08051785498213261;;;;-0.09359640367907895;;;-0.09683841233387935;;;;;
3506;;-0.05884934853771613;;;;0.06174035764608491;;0.05993717929266665;;;;;;;;0.0904276711507568;;;-0.08792834264149595;;;;;
8277;;;;-0.07575184095390082;;0.05992543230389162;;;;;;;;-0.07960578862298229;;-0.08953175939366022;;;-0.08668726771927654;;;;;
1542;;;;;-0.058792979991056676;;;;;;0.058683137528052556;;;0.04419970986182514;;;;;-0.10153253603386637;-0.03788109238376194;;;;
6162;;;;;;-0.04930078181411887;;0.061429259465473424;;;-0.05679619640220561;;;-0.06718057113850291;;;;;0.08924615284605622;;;;;
510;;0.07353199080087434;;0.08313005877529511;;;;;;;;0.08162076392904594;;;;-0.0829827489978873;;;-0.09204548800164092;;;;;
6336;;-0.06365390152583644;-0.13882474880548287;;;;;;;;;;;-0.15924498782913202;;0.09128686423538211;;;-0.0948577560702402;;;;;
646;;0.07332430502423476;0.15829106785084118;0.0915459974201586;;;;;;;;;;0.1998608063513532;;-0.07908865414367731;;;;;;;;
4787;;0.07071374635841864;0.15707221458349002;;;;;0.05476579186028826;;;;;;-0.07258815217631225;;;;;-0.08037856869446564;;;;;
3633;;;-0.13468579182710672;0.08853385708003296;;;;;;;;;;-0.16215976182673797;;-0.08070778192190232;;;-0.08168392198233415;;;;;
5292;;;;;-0.05589139031834669;;;;;;;0.07729366669691326;;0.20592156730161532;;;;;0.08786746852776056;0.05224263959525501;;;;
506;;;-0.13590606658862292;;;;;0.06536399371054856;;;;;;0.19777363562796463;;-0.0741223056792545;;;0.0985053678613328;;;;;
6025;;;-0.13991611021393455;;;0.056846421310206154;;;;;;;;0.20434931007528656;;0.09802018334406493;;;-0.08811067033291596;;;;;
2653;;-0.0608695374358532;;-0.09401469661507453;;;;;;;;;;-0.07972389928353836;;0.09215283540371584;;;-0.0794082612883841;;;;;
6832;;0.06758548346453898;0.15901866866535486;0.08444955916122884;;;;;;;;;;0.20203592212206412;;-0.08306577468628325;;;;;;;;
2832;;;0.153635748756546;;-0.06295682484275186;;;;;;;;;0.20518978269937097;;0.09132859932007295;;;-0.08412795027731026;;;;;
6547;;-0.07322560140402258;-0.14708047863155616;;;;;0.060280531991427216;;;0.04698615953877607;;;;;;;;-0.07684342851993883;;;;;
3858;;;-0.14824247563830334;;0.08246184938387811;0.05835317949863368;;;;;;;;-0.08654191291771542;;;;;-0.09583132132125136;;;;;
1889;;-0.05865382192999695;;;-0.05449932090405397;;;;;;0.05350680347865528;;;-0.1650488395334982;;;;;-0.0929894184460297;;;;;
383;;;;;-0.057098159311083294;-0.06396404699187179;;;;;;-0.04714321484501849;;-0.08174940703061773;;;;;-0.0839642579299702;;;;;
9987;;;0.15058787995980982;0.09027453691903864;;;;;;;;;;0.19661953629905352;;0.0963657086313323;;;-0.08899933669843109;;;;;
6948;;-0.06737048756941125;-0.13941324155746895;-0.1013063553833686;-0.06581802176163279;;;;;;;;;;;;;;-0.09212894871628868;;;;;
1636;;;;;-0.06546237847281366;-0.0661294650629581;;;;;;;;-0.08214951859494721;;-0.07469885532010695;;;-0.08705139730655283;;;;;
1891;;;0.1426019146515973;0.08486053190672357;-0.061504418445754196;-0.06268618376963758;;;;;;;;;;;;;-0.08790852329496927;;;;;
85;;;-0.13450081861342683;0.09393635106044221;;;;;;;0.05845328354339372;;;;;-0.08707355052702978;;;-0.08272132515146945;;;;;
6717;;;;0.08668860264563584;-0.06598349821455976;;;;;;;;;-0.16351965079756378;;-0.09025132896571164;;;-0.08429331667585763;;;;;
4704;;;;;;0.05574510089772633;;;;;;-0.04137376485663172;;-0.16723223381090965;;-0.09113906542285352;;;-0.09115543324118461;;;;;
5366;;;-0.042633158327475607;;-0.060574397104196286;;;;;;0.04674682249955986;;;;;;;;-0.08906079553781618;0.051454559050147126;;;;
5996;;;;;0.10104642646606433;0.0589640011878765;;0.0631111784067674;;;;;;-0.08154577563934555;;;;;-0.10501461719162197;;;;;
1877;;-0.05929394383358373;-0.1342141845138028;;0.11329525304413701;;;;;;;;;-0.14615698915904268;;;;;-0.08818622080209744;;;;;
274;;;-0.1374402791943496;0.10013709370991497;;;;;;;;;;-0.15248743729769862;;-0.07512458189888711;;;-0.09347555350525487;;;;;
541;;;-0.055489663620594945;;;-0.044713087661898195;;;;0.052486135296705434;;;;;;-0.07648669329548133;;;-0.09483632677518877;;;;;
819;;;;-0.08906930470297415;;0.05396940257499179;;;;;;;;0.047422504265478185;;0.0900924502051667;;;-0.0874121595653595;;;;;
9690;;;0.1629321956174392;0.09435764350611897;-0.06672005119946109;;;;;;;;;;;-0.08386595441757025;;;-0.09364694810505203;;;;;
4858;;;0.14971752547120795;0.08759377948311169;-0.06379522855226342;;;;;;-0.06002772313791743;;;;;;;;-0.08238769502376049;;;;;
2081;;;;0.08894850395484341;-0.06598002523149125;-0.06595226198432125;;;;;;;;-0.15338386591192915;;;;;-0.0809587707886804;;;;;
8203;;;;-0.09019819141203866;-0.05748089169019807;;;0.06641890763217954;;;;;;-0.08736340659495297;;;;;0.09739852382733837;;;;;
9048;;0.06909065995050952;;0.08363305887447858;-0.06813097590960908;-0.06067327863691064;;;;;;;;;;;;;-0.0847194380788415;;;;;
8153;;-0.061006315617386155;-0.14095884026386432;;-0.05599030000714698;-0.04632056107513002;;;;;;;;;;;;;-0.09040915005538774;;;;;
2204;;;;-0.08512256381936907;-0.07580300638719036;-0.044668816556601834;;;;;;;;;;0.09513057103824793;;;-0.08968501629614359;;;;;
7956;;;-0.14365805567466255;;-0.056572156322947854;;;;;;;;;-0.09655364907852902;;0.09370380994913292;;;-0.0808230318166662;;;;;
7471;;0.06887094933798255;0.16211290738771686;;;;;;;;;;;0.20438291972287917;;-0.08658085172366697;;;-0.08428965511800748;;;;;
6888;;-0.06299501621342014;-0.1416375013068935;;;;;;;;;;;-0.15911599070442564;;-0.07836024096219807;;;-0.09128234655469089;;;;;
8285;;;;-0.09683709128064903;;-0.06583796989469662;;;;;;;;0.20066622149579788;;0.0910431800202012;;;-0.094990578919683;;;;;
2652;;-0.05581395743844892;;;;;;0.06061669311631945;;;;;;0.2016044422374249;;0.10151308484025838;;;-0.08387818136392369;;;;;
8364;;-0.059941864680314726;;;-0.06715654417620688;;;;;;;;;-0.07806366568819487;;-0.07582108365498208;;;-0.08168539449240243;;;;;
10141;;0.06692968024788651;0.15820247963536654;0.08504259660752031;;;;;;;;;;0.20136304020982704;;;;;-0.10319153349521648;;;;;
7117;;;;;-0.05902286019278684;;;;;0.05565487883918585;;;;;;0.09603525289638891;;;-0.09574108189579142;;;;;-0.04579877409425917
7213;;;0.1559168985123381;;-0.06414597960803645;;;;;;;;;-0.07678744104354007;;-0.07685279857508759;;;-0.09827453065526826;;;;;
7070;;;;-0.09286460308043151;-0.06502028820839624;-0.057108296413901784;;;;;;-0.04550744438822597;;;;;;;-0.08941644135942858;;;;;
7551;;;;0.09698241687864989;-0.06505850685045475;;;;;;;;;-0.08000398731070016;;-0.08140369884763622;;;-0.0859549427120768;;;;;
3631;;0.05923985265248406;0.16798304193827185;0.07961315841223394;-0.061801448276141514;;;;;;;;;;;;;;-0.09201940595955742;;;;;
9094;;;;0.1023760950142403;-0.06561619491820804;;;;;;;;;-0.15479850362320077;;-0.077662994573864;;;-0.09941544100310414;;;;;
5852;;0.066749027708933;;;;;;0.05684748222640294;;;;;;0.18608505301694245;;0.08929795998653559;;;-0.08605121841459613;;;;;
1531;;0.06127689280674467;;;-0.05560866567651792;-0.055408044330394285;;0.07378197996393515;;;;;;;;;;;0.08943138360033587;;;;;
7937;;;;;-0.07614410868914791;-0.07049733669106241;;;;;0.0467822060711146;0.08047644411963967;;;;;;;-0.09153954353093366;;;;;
9550;;;0.1629846216241393;0.08535984841962684;;;;;;;;;;-0.16294772365634638;;-0.07847851046648532;;;-0.08777451648006222;;;;;
7133;;-0.053466164259789;;;;0.06196652803437068;;0.06277887119269054;;;0.05994478342108751;;;;;;;;-0.08927442626174509;;;;;
9924;;;0.16212276701845804;0.08956474979516096;0.10421218052965284;;;;;;;;;;;-0.08457787983578564;;;0.09100191891998839;;;;;
6298;;-0.05749092008897334;;;-0.06019980020511719;-0.06152938257490075;;;;;;;;0.19876116357348392;;;;;-0.09671562553202831;;;;;
3442;;0.062401642928008316;;;-0.08033466252412759;-0.05477466514734339;;;;;;0.06604477004336515;;;;;;;-0.08827398772424301;;;;;
8247;;;;;-0.05760853988908414;-0.04915184490423602;;;;;;;;;;;;;-0.09047555444370013;0.03577358066650726;;;;0.04183665505601822
7358;;;;0.09087484876032809;-0.06350697904367697;-0.06103647059259346;;;;;;;;0.20767107251710887;;;;;-0.08707387552623548;;;;;
2212;;;-0.142052987088208;;-0.05660622277743255;;;;;;;;;-0.16616195303051245;;-0.08640315995437382;;;-0.09473256649156264;;;;;
6133;;-0.06079820034977416;-0.056579299685846546;;-0.05434750575815314;;;;;;;;;;;0.09553853213845515;;;-0.08280977953817016;;;;;
3962;;;;;-0.06255593251369994;-0.0554600567045681;;;;;0.049531181399372584;;;-0.1645514483445064;;;;;-0.09147643345624186;;;;;
8835;;;;-0.07393455712639514;;;;;;;;0.07303295556776981;;0.20595922707369402;;0.09475894518960097;;;-0.10229563553505708;;;;;
6770;;-0.06405610326974132;;-0.09644913375440245;;;;0.05848189927720174;;0.06155013998761516;;;;;;;;;0.07839490030999953;;;;;
4639;;;;;-0.06340164306879416;-0.0657049376913782;;;;;;;;-0.14890166776569994;;-0.07748264285845534;;;-0.0813992300410055;;;;;
4275;;;;;-0.05765196953023785;;;;;;0.050825331460279066;;;0.05213404670377804;;0.10588447811510433;;;-0.09975887720541894;;;;;
94;;-0.06250021123869173;-0.14217443852668382;-0.08829015735272619;-0.05975263985809064;;;;;;;;;;;;;;-0.07876406669637642;;;;;
2539;;;0.15414175362024252;0.09507881564398003;;-0.06641134603574794;;;;;;;;0.19812128084918817;;;;;-0.07798322775967464;;;;;
7071;;;;-0.0917059285791363;-0.0618583420046479;;;;;;;;;0.19964469355275222;;0.09392627553382014;;;-0.10463330616620684;;;;;
6491;;;-0.14566037451712427;;;-0.0748580889790644;;;;;;;;0.20610183605956284;;-0.07220653766236439;;;-0.09586570126732322;;;;;
5491;;-0.06143594972677994;;-0.08870390472005345;;-0.06858566394523921;;;;;;;;-0.0796372257777235;;;;;-0.09633223823420164;;;;;
6757;;0.08188813700521537;0.15626454450139635;0.08683430284198806;;;;;;;;;;-0.15545730646133876;;-0.07750205089358536;;;;;;;;
5772;;;0.15240225270913366;0.09141308582806944;;;;;;;;;;-0.15816375263177807;;-0.07931444230582708;;;-0.08940346822807019;;;;;
5200;;;-0.13879022756011528;-0.08947504462201801;;-0.05399331007915841;;;;;;;;;;0.09570283364969713;;;0.08421015495637035;;;;;
8635;;;;-0.10297491804402886;-0.06345890301747757;;;;;;;;;-0.15912457026940083;;-0.08721570572848758;;;-0.08162506682487056;;;;;
327;;;0.15557544177802032;0.08826951712920392;;;;;;;;0.07448502811345362;;;;0.09662104883913361;;;0.09149560500061898;;;;;
3448;;0.06279588624729059;;;;;;;;0.06085399276746171;-0.04878259022772747;;;;;0.08781499265131289;;;-0.09366345803041407;;;;;
9254;;;-0.14340993700155755;0.09152469860319423;;;;;;;;;;-0.07684884093484678;;-0.08566897393302157;;;0.07825010379360611;;;;;
1768;;;-0.15087581548404533;;-0.07241597129624634;;;;;;;;;-0.08272616579145602;;-0.07678627377528714;;;-0.08982858733882587;;;;;
10203;;;;0.09380644751311859;-0.06609278930416165;;;;;;;;;-0.14904093346719652;;-0.07795123251282109;;;-0.09778886506987752;;;;;
116;;0.05915817374291538;0.153089486402198;0.09285276379023143;;;;;;;;;;0.20268024159344566;;;;;-0.09394789707168029;;;;;
6102;;;-0.1370400144486026;0.09070020889667511;-0.06347634996436141;;;;;;;;;-0.15800595386230643;;;;;-0.08838346481021293;;;;;
9595;;;;;-0.0624763291504053;-0.06032153697565152;;;;;0.03956171234652859;;;-0.07565869793369963;;;;;-0.08519723185832322;;;;;
